site,year,ions,avg_ion_conc
Q1,1989-02-21,ca_con,4.14
Q1,1989-02-21,amm_con,NA
Q1,1989-02-28,k_con,0.84
Q1,1989-02-28,nitrate_con,129.55555555555554
Q1,1989-02-28,mg_con,2.7266666666666666
Q1,1989-02-28,ca_con,4.222222222222222
Q1,1989-02-28,amm_con,NA
Q1,1989-03-07,k_con,0.8366666666666667
Q1,1989-03-07,nitrate_con,126.88888888888889
Q1,1989-03-07,mg_con,2.7444444444444445
Q1,1989-03-07,ca_con,4.335555555555556
Q1,1989-03-07,amm_con,NA
Q1,1989-03-09,k_con,0.8544444444444445
Q1,1989-03-09,nitrate_con,126.44444444444444
Q1,1989-03-09,mg_con,2.7111111111111112
Q1,1989-03-09,ca_con,4.372222222222222
Q1,1989-03-09,amm_con,NA
Q1,1989-03-14,k_con,0.8544444444444445
Q1,1989-03-14,nitrate_con,126.44444444444444
Q1,1989-03-14,mg_con,2.7111111111111112
Q1,1989-03-14,ca_con,4.372222222222222
Q1,1989-03-14,amm_con,NA
Q1,1989-03-14,k_con,0.8544444444444445
Q1,1989-03-14,nitrate_con,126.44444444444444
Q1,1989-03-14,mg_con,2.7111111111111112
Q1,1989-03-14,ca_con,4.372222222222222
Q1,1989-03-14,amm_con,NA
Q1,1989-03-21,k_con,0.8544444444444445
Q1,1989-03-21,nitrate_con,141.88888888888889
Q1,1989-03-21,mg_con,2.738888888888889
Q1,1989-03-21,ca_con,4.444444444444445
Q1,1989-03-21,amm_con,NA
Q1,1989-03-28,k_con,0.8622222222222222
Q1,1989-03-28,nitrate_con,141.22222222222223
Q1,1989-03-28,mg_con,2.7399999999999998
Q1,1989-03-28,ca_con,4.528888888888889
Q1,1989-03-28,amm_con,NA
Q1,1989-04-04,k_con,0.8722222222222222
Q1,1989-04-04,nitrate_con,140.88888888888889
Q1,1989-04-04,mg_con,2.7555555555555555
Q1,1989-04-04,ca_con,4.613333333333333
Q1,1989-04-04,amm_con,NA
Q1,1989-04-11,k_con,0.9366666666666666
Q1,1989-04-11,nitrate_con,139.55555555555554
Q1,1989-04-11,mg_con,3.0011111111111113
Q1,1989-04-11,ca_con,4.803333333333334
Q1,1989-04-11,amm_con,NA
Q1,1989-04-18,k_con,0.9344444444444444
Q1,1989-04-18,nitrate_con,138
Q1,1989-04-18,mg_con,2.9655555555555555
Q1,1989-04-18,ca_con,4.863333333333333
Q1,1989-04-18,amm_con,NA
Q1,1989-04-25,k_con,0.9377777777777778
Q1,1989-04-25,nitrate_con,141
Q1,1989-04-25,mg_con,2.997777777777778
Q1,1989-04-25,ca_con,4.794444444444444
Q1,1989-04-25,amm_con,NA
Q1,1989-05-02,k_con,0.9322222222222222
Q1,1989-05-02,nitrate_con,142.55555555555554
Q1,1989-05-02,mg_con,3.0433333333333334
Q1,1989-05-02,ca_con,4.751111111111111
Q1,1989-05-02,amm_con,NA
Q1,1989-05-09,k_con,0.9299999999999999
Q1,1989-05-09,nitrate_con,128.66666666666666
Q1,1989-05-09,mg_con,2.8722222222222222
Q1,1989-05-09,ca_con,4.466666666666667
Q1,1989-05-09,amm_con,NA
Q1,1989-05-16,k_con,0.9333333333333333
Q1,1989-05-16,nitrate_con,125.88888888888889
Q1,1989-05-16,mg_con,2.91
Q1,1989-05-16,ca_con,4.514444444444444
Q1,1989-05-16,amm_con,NA
Q1,1989-05-23,k_con,0.9477777777777777
Q1,1989-05-23,nitrate_con,123
Q1,1989-05-23,mg_con,2.901111111111111
Q1,1989-05-23,ca_con,4.5344444444444445
Q1,1989-05-23,amm_con,NA
Q1,1989-05-30,k_con,0.9577777777777777
Q1,1989-05-30,nitrate_con,120.125
Q1,1989-05-30,mg_con,2.868888888888889
Q1,1989-05-30,ca_con,4.49
Q1,1989-05-30,amm_con,NA
Q1,1989-06-06,k_con,0.9622222222222222
Q1,1989-06-06,nitrate_con,118.875
Q1,1989-06-06,mg_con,2.847777777777778
Q1,1989-06-06,ca_con,4.441111111111111
Q1,1989-06-06,amm_con,NA
Q1,1989-06-13,k_con,0.9166666666666666
Q1,1989-06-13,nitrate_con,113.5
Q1,1989-06-13,mg_con,2.6277777777777778
Q1,1989-06-13,ca_con,4.373333333333333
Q1,1989-06-13,amm_con,NA
Q1,1989-06-20,k_con,0.9344444444444444
Q1,1989-06-20,nitrate_con,109.25
Q1,1989-06-20,mg_con,2.7422222222222223
Q1,1989-06-20,ca_con,4.333333333333333
Q1,1989-06-20,amm_con,NA
Q1,1989-06-27,k_con,0.9444444444444444
Q1,1989-06-27,nitrate_con,116.625
Q1,1989-06-27,mg_con,2.5477777777777777
Q1,1989-06-27,ca_con,3.991111111111111
Q1,1989-06-27,amm_con,NA
Q1,1989-07-05,k_con,0.944
Q1,1989-07-05,nitrate_con,92.22222222222223
Q1,1989-07-05,mg_con,2.54
Q1,1989-07-05,ca_con,4.066
Q1,1989-07-05,amm_con,NA
Q1,1989-07-11,k_con,0.95
Q1,1989-07-11,nitrate_con,102.5
Q1,1989-07-11,mg_con,2.6822222222222223
Q1,1989-07-11,ca_con,4.251111111111111
Q1,1989-07-11,amm_con,NA
Q1,1989-07-18,k_con,0.9377777777777778
Q1,1989-07-18,nitrate_con,99.57142857142857
Q1,1989-07-18,mg_con,2.681111111111111
Q1,1989-07-18,ca_con,4.158888888888889
Q1,1989-07-18,amm_con,NA
Q1,1989-07-26,k_con,0.990909090909091
Q1,1989-07-26,nitrate_con,88.375
Q1,1989-07-26,mg_con,2.638181818181818
Q1,1989-07-26,ca_con,4.019090909090909
Q1,1989-07-26,amm_con,NA
Q1,1989-08-01,k_con,0.995
Q1,1989-08-01,nitrate_con,84
Q1,1989-08-01,mg_con,2.642
Q1,1989-08-01,ca_con,3.98
Q1,1989-08-01,amm_con,NA
Q1,1989-08-08,k_con,1.0245454545454546
Q1,1989-08-08,nitrate_con,75.66666666666667
Q1,1989-08-08,mg_con,2.648
Q1,1989-08-08,ca_con,3.9739999999999998
Q1,1989-08-08,amm_con,NA
Q1,1989-08-15,k_con,1.0172727272727273
Q1,1989-08-15,nitrate_con,75.33333333333333
Q1,1989-08-15,mg_con,2.636
Q1,1989-08-15,ca_con,3.944
Q1,1989-08-15,amm_con,NA
Q1,1989-08-22,k_con,1.0227272727272727
Q1,1989-08-22,nitrate_con,71.4
Q1,1989-08-22,mg_con,2.6189999999999998
Q1,1989-08-22,ca_con,3.939
Q1,1989-08-22,amm_con,NA
Q1,1989-08-29,k_con,1.049090909090909
Q1,1989-08-29,nitrate_con,81.6
Q1,1989-08-29,mg_con,2.781
Q1,1989-08-29,ca_con,4.265
Q1,1989-08-29,amm_con,NA
Q1,1989-09-05,k_con,1.079090909090909
Q1,1989-09-05,nitrate_con,142
Q1,1989-09-05,mg_con,2.912
Q1,1989-09-05,ca_con,4.227
Q1,1989-09-05,amm_con,NA
Q1,1989-09-12,k_con,1.2741666666666667
Q1,1989-09-12,nitrate_con,412.1666666666667
Q1,1989-09-12,mg_con,2.9445454545454544
Q1,1989-09-12,ca_con,4.182727272727273
